date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,city
2023-08-09,285.59166666666664,61.604166666666664,317.9583333333333,20.2625,11.320833333333333,67.91666666666667,Delhi
2023-08-10,228.8375,56.375,422.3333333333333,27.979166666666668,14.416666666666666,63.125,Delhi
2023-08-11,171.85416666666666,46.387499999999996,472.4166666666667,28.275000000000002,14.845833333333333,62.875,Delhi
2023-08-12,210.58333333333334,50.48333333333333,397.625,25.1875,11.983333333333333,64.29166666666667,Delhi
2023-08-13,214.67083333333335,50.4,315.875,20.166666666666668,12.058333333333332,69.45833333333333,Delhi
2023-08-14,88.86666666666667,34.93333333333333,403.5416666666667,26.566666666666666,21.170833333333334,77.29166666666667,Delhi
2023-08-15,98.88333333333333,49.125,572.25,31.491666666666664,27.354166666666668,120.54166666666667,Delhi
2023-08-16,160.87083333333334,58.74166666666667,566.25,30.858333333333334,19.066666666666666,83.66666666666667,Delhi
2023-08-17,204.125,55.666666666666664,554.875,34.15416666666667,16.075,63.958333333333336,Delhi
2023-08-18,159.4,55.800000000000004,583.2916666666666,34.75833333333333,19.895833333333332,85.08333333333333,Delhi
2023-08-19,103.77499999999999,60.74166666666667,675.5,35.416666666666664,27.78333333333333,100.0,Delhi
2023-08-20,70.35000000000001,43.63333333333333,673.5416666666666,36.104166666666664,25.8125,87.91666666666667,Delhi
2023-08-21,89.32916666666667,58.416666666666664,836.5,47.175000000000004,31.962500000000002,108.91666666666667,Delhi
2023-08-22,88.05,50.6,570.5833333333334,28.866666666666664,28.8,109.45833333333333,Delhi
2023-08-23,80.49166666666666,35.612500000000004,551.4166666666666,33.920833333333334,24.1375,62.041666666666664,Delhi
2023-08-24,146.79166666666666,39.22083333333333,452.4583333333333,29.733333333333334,18.075,58.0,Delhi
2023-08-25,160.89583333333334,39.766666666666666,315.5416666666667,19.3625,11.0875,69.70833333333333,Delhi
2023-08-26,156.82500000000002,43.90416666666667,384.2916666666667,23.849999999999998,12.129166666666668,67.04166666666667,Delhi
2023-08-27,206.67083333333335,56.083333333333336,392.75,24.53333333333333,12.091666666666667,63.958333333333336,Delhi
2023-08-28,207.79583333333335,59.645833333333336,475.375,29.420833333333334,15.316666666666668,67.04166666666667,Delhi
2023-08-29,158.01250000000002,48.14166666666667,547.5416666666666,32.92916666666667,18.383333333333333,67.41666666666667,Delhi
2023-08-30,165.83333333333334,57.574999999999996,756.4166666666666,40.199999999999996,26.0125,85.79166666666667,Delhi
2023-08-31,180.2458333333333,63.15833333333333,970.5,50.6875,31.40416666666667,84.41666666666667,Delhi
2023-09-01,166.5375,54.583333333333336,812.0,41.262499999999996,24.870833333333334,78.33333333333333,Delhi
2023-09-02,156.6,44.45416666666667,513.625,29.72083333333333,16.1875,74.20833333333333,Delhi
2023-09-03,154.70416666666668,44.625,554.7916666666666,31.695833333333336,17.9375,75.25,Delhi
2023-09-04,101.4375,40.083333333333336,545.4583333333334,33.141666666666666,19.5375,85.625,Delhi
